age,attrition,daily_rate,distance_from_home,education,education_field,employee_number,gender,hourly_rate,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary,typology_id,satisfaction_id,department_role_id
35,no,556.26,13,5,life_sciences,19,female,80.81845721565165,married,4492.84,11681.39,1,no,11,"3,0",0,11.4503935649172,2,16,1,10,1988,62666.29706665782,83.042301980198,11.318933823529411,4492.84,65245.87531343283,83.042301980198,11.318933823529411,4492.84,65245.87531343283,22,21443,45
40,no,1032.49,15,3,life_sciences,20,male,118.0566927539757,,8339.32,21682.23,1,no,13,"3,0",2,18.0,2,18,14,12,1983,91539.64194455884,83.042301980198,18.0,8339.32,65245.87531343283,83.042301980198,18.0,8339.32,65245.87531343283,221,13243,54
45,no,1108.92,1,1,,21,female,138.61524490430003,,8956.67,23287.33,3,no,23,"4,0",1,25.0,3,23,14,4,1978,107480.0,83.042301980198,25.0,8956.67,107480.0,83.042301980198,25.0,8956.67,107480.0,112,33242,156
33,no,1032.49,1,2,life_sciences,22,male,129.0605591670934,single,8663.702062672659,21682.23,1,yes,12,"3,0",0,15.0,1,15,8,12,1990,100071.84,83.042301980198,15.0,5697.60022687609,100071.84,83.042301980198,15.0,5697.60022687609,100071.84,21,14333,51
36,no,1032.49,8,3,,23,male,129.0606348052848,divorced,8663.695771863186,21682.23,1,no,13,"3,0",3,17.0,2,17,12,8,1987,100071.84,83.042301980198,17.0,5697.60022687609,100071.84,83.042301980198,17.0,5697.60022687609,100071.84,21,33323,56
47,no,1728.38,2,2,other,24,male,216.05,married,14370.058320835124,36296.0,1,no,11,"3,0",1,25.922548179745156,3,26,3,0,1976,167520.0,216.05,11.318933823529411,5697.60022687609,167520.0,216.05,11.318933823529411,5697.60022687609,167520.0,12,34332,22
36,no,639.79,42,2,life_sciences,25,female,79.97,,5167.5,13435.5,1,no,14,"3,0",1,18.0,1,18,4,11,1987,62010.0,79.97,18.0,5167.5,62010.0,79.97,18.0,5167.5,62010.0,211,4343,43
35,no,1032.49,9,3,life_sciences,26,male,129.06,married,8663.69577179393,21682.23,1,yes,20,"4,0",1,17.0,2,17,5,15,1988,100071.84,129.06,17.0,5697.60022687609,100071.84,129.06,17.0,5697.60022687609,100071.84,22,43223,54
52,yes,2047.5,2,1,,27,male,255.93963491113212,married,16986.84062215086,42997.5,1,no,15,"3,0",1,33.0,3,32,6,9,1971,198450.0,83.042301980198,33.0,5697.60022687609,198450.0,83.042301980198,33.0,5697.60022687609,198450.0,11,14143,32
36,no,556.26,2,4,life_sciences,28,male,69.53100768999941,single,4492.84,11681.39,9,yes,11,"3,0",0,18.0,2,16,5,12,1987,53914.11,83.042301980198,18.0,4492.84,53914.11,83.042301980198,18.0,4492.84,53914.11,22,32343,44
33,no,556.26,28,4,life_sciences,29,female,69.53,married,4492.84,11681.39,1,no,12,"3,0",1,15.0,3,15,5,7,1990,53914.11,69.53,15.0,4492.84,53914.11,69.53,15.0,4492.84,53914.11,221,23323,47
34,no,412.8,10,3,life_sciences,30,female,51.59875210633005,,3334.17,8668.83,1,yes,14,"3,0",1,15.0,3,15,0,7,1989,40010.0,83.042301980198,15.0,3334.17,40010.0,83.042301980198,15.0,3334.17,40010.0,121,43333,243
41,no,1077.87,37,1,,31,male,134.7329472107794,divorced,8705.83,22635.17,0,no,13,"3,0",1,17.114763217897377,3,22,13,5,1982,104470.0,83.042301980198,11.318933823529411,8705.83,104470.0,83.042301980198,11.318933823529411,8705.83,104470.0,11,3344,253
47,no,1032.49,25,3,medical,32,female,146.31097966921558,,8339.32,21682.23,2,no,23,"4,0",0,25.0,3,17,12,11,1976,113447.07643415716,83.042301980198,25.0,8339.32,65245.87531343283,83.042301980198,25.0,8339.32,65245.87531343283,21,13323,156
53,no,1973.98,5,3,,33,male,246.75,,15943.72,41453.67,4,no,11,"3,0",1,26.0,3,14,4,8,1970,191324.62,246.75,26.0,15943.72,191324.62,246.75,26.0,15943.72,191324.62,211,33342,32
35,no,556.26,1,4,marketing,34,female,69.53,single,4492.84,11681.39,0,no,14,"3,0",0,16.0,2,15,2,8,1988,53914.11,69.53,16.0,4492.84,53914.11,69.53,16.0,4492.84,53914.11,22,31223,43
34,no,556.26,6,4,other,35,male,99.712764645846,single,4492.84,11681.39,1,no,14,"3,0",0,16.0,3,16,2,10,1989,77316.31858063416,83.042301980198,16.0,4492.84,65245.87531343283,83.042301980198,16.0,4492.84,65245.87531343283,221,13333,45
46,no,1032.49,1,2,,36,male,129.06089702756876,divorced,8339.32,21682.23,1,no,25,"4,0",3,24.0,2,24,15,7,1977,100071.84,83.042301980198,24.0,8339.32,100071.84,83.042301980198,24.0,8339.32,100071.84,221,21333,53
43,no,1657.4,16,3,,37,male,207.17,married,13787.994395880694,34805.33,5,no,22,"4,0",1,22.0,3,17,1,9,1980,160640.0,207.17,22.0,5697.60022687609,160640.0,207.17,22.0,5697.60022687609,160640.0,11,44333,22
36,no,331.19,6,3,life_sciences,38,female,41.39725640623729,married,2675.0,6955.0,0,no,11,"3,0",1,16.0,4,15,10,11,1987,32100.0,83.042301980198,16.0,2675.0,32100.0,83.042301980198,16.0,2675.0,32100.0,11,44333,117
60,no,1059.19,28,3,,39,male,132.39877347441325,married,8555.0,22243.0,4,no,19,"3,0",0,22.0,5,18,13,11,1963,102660.0,83.042301980198,22.0,8555.0,102660.0,83.042301980198,22.0,8555.0,102660.0,311,31244,53
40,no,1080.75,5,4,,40,female,135.0941725587149,married,8729.17,22695.83,5,yes,21,"4,0",1,20.0,2,18,1,12,1983,104750.0,83.042301980198,20.0,8729.17,104750.0,83.042301980198,20.0,8729.17,104750.0,312,41233,53
32,no,635.76,4,3,,41,male,79.46915123079928,married,5410.522090750538,13351.0,1,no,12,"3,0",1,14.0,3,14,6,8,1991,61620.0,83.042301980198,14.0,5697.60022687609,61620.0,83.042301980198,14.0,5697.60022687609,61620.0,212,33233,44
41,no,487.09,35,3,,42,female,60.89,single,3934.17,10228.83,2,yes,13,"3,0",0,20.0,3,18,2,17,1982,47210.0,60.89,20.0,3934.17,47210.0,60.89,20.0,3934.17,47210.0,211,1333,17
53,no,1582.77,2,2,medical,43,female,197.84731147762136,divorced,12783.92,33238.2,6,no,13,"3,0",1,22.0,3,17,15,2,1970,153407.07,83.042301980198,22.0,12783.92,153407.07,83.042301980198,22.0,12783.92,153407.07,12,33334,22
36,yes,290.04,16,4,,44,male,36.25,single,2575.521894057761,6090.75,1,no,16,"3,0",0,18.0,1,17,15,14,1987,28111.13,36.25,18.0,5697.60022687609,28111.13,36.25,18.0,5697.60022687609,28111.13,221,31433,17
46,no,476.15,8,4,life_sciences,45,male,59.51728153152239,divorced,3845.83,9999.17,8,yes,23,"4,0",3,8.822300429725493,2,16,1,7,1977,46150.0,83.042301980198,11.318933823529411,3845.83,46150.0,83.042301980198,11.318933823529411,3845.83,46150.0,22,41213,45
38,no,556.26,1,4,,46,female,69.53093205175932,married,4492.84,11681.39,0,no,15,"3,0",2,16.0,3,15,5,8,1985,53914.11,83.042301980198,16.0,4492.84,53914.11,83.042301980198,16.0,4492.84,53914.11,221,42313,43
51,no,1032.49,1,4,,47,male,129.06085920844873,single,8339.32,21682.23,3,no,20,"4,0",0,23.0,1,13,12,8,1972,100071.84,83.042301980198,23.0,8339.32,100071.84,83.042301980198,23.0,8339.32,100071.84,21,11232,56
43,no,1749.74,26,2,,48,female,218.71856309349096,married,14132.5,36744.5,1,yes,12,"3,0",2,25.0,3,25,4,12,1980,169590.0,83.042301980198,25.0,14132.5,169590.0,83.042301980198,25.0,14132.5,169590.0,11,34344,22
37,no,290.04,1,3,life_sciences,49,male,36.25243744756666,single,2575.559122400344,6090.75,1,no,12,"3,0",0,6.168043347932961,3,17,5,7,1986,28111.13,83.042301980198,11.318933823529411,5697.60022687609,28111.13,83.042301980198,11.318933823529411,5697.60022687609,28111.13,21,44323,15
32,no,556.26,8,2,technical_degree,50,male,69.53070055266092,married,4758.585380548166,11681.39,1,yes,11,"3,0",0,9.824375217388113,2,13,11,9,1991,53914.11,83.042301980198,11.318933823529411,5697.60022687609,53914.11,83.042301980198,11.318933823529411,5697.60022687609,53914.11,221,32243,43
38,no,1032.49,1,3,,51,male,129.0605566554884,married,8339.32,21682.23,1,no,13,"3,0",1,15.0,3,15,5,11,1985,100071.84,83.042301980198,15.0,8339.32,100071.84,83.042301980198,15.0,8339.32,100071.84,22,41323,51
46,no,1582.77,3,3,life_sciences,52,male,197.84734929674136,,12783.92,33238.2,8,no,12,"3,0",1,23.0,2,13,5,1,1977,153407.07,83.042301980198,23.0,12783.92,153407.07,83.042301980198,23.0,12783.92,153407.07,11,32344,22
35,yes,1063.32,10,3,medical,53,female,106.61264529079278,married,8588.33,22329.67,9,no,17,"3,0",0,15.0,3,13,6,0,1988,82666.31144442048,83.042301980198,15.0,8588.33,65245.87531343283,83.042301980198,15.0,8588.33,65245.87531343283,222,41233,53
43,no,1973.98,6,3,medical,54,male,150.47174005893007,married,15943.72,41453.67,7,no,13,"3,0",0,21.0,2,16,6,14,1980,116673.29354667848,83.042301980198,21.0,15943.72,65245.87531343283,83.042301980198,21.0,15943.72,65245.87531343283,21,13243,32
56,no,556.26,1,4,life_sciences,55,female,80.81845721565165,divorced,4492.84,11681.39,1,no,21,"3,0",1,11.4503935649172,2,13,1,9,1967,62666.29706665782,83.042301980198,11.318933823529411,4492.84,65245.87531343283,83.042301980198,11.318933823529411,4492.84,65245.87531343283,121,33312,46
36,no,557.76,15,4,marketing,56,female,69.71885758641966,divorced,4505.0,11713.0,1,no,24,"4,0",1,9.94701418340786,4,15,11,11,1987,54060.0,83.042301980198,11.318933823529411,4505.0,54060.0,83.042301980198,11.318933823529411,4505.0,54060.0,111,44112,43
38,no,556.26,6,3,medical,57,male,69.53097192830117,,4758.562806311175,11681.39,7,no,12,"3,0",3,17.0,3,13,1,9,1985,53914.11,83.042301980198,17.0,5697.60022687609,53914.11,83.042301980198,17.0,5697.60022687609,53914.11,21,24143,45
49,no,556.26,26,4,medical,58,male,69.53,,4758.565951614005,11681.39,1,no,14,"3,0",0,16.0,2,15,5,11,1974,53914.11,69.53,16.0,5697.60022687609,53914.11,69.53,16.0,5697.60022687609,53914.11,22,31332,44
39,no,608.94,4,4,life_sciences,59,male,76.11604041199575,married,4918.33,12787.67,4,no,14,"3,0",1,17.0,1,15,5,9,1984,59020.0,83.042301980198,17.0,4918.33,59020.0,83.042301980198,17.0,4918.33,59020.0,211,43234,43
40,no,1119.96,4,4,,60,female,140.0,married,9380.98911576545,23519.17,7,no,11,"3,0",1,15.0,2,12,2,11,1983,108550.0,140.0,15.0,5697.60022687609,108550.0,140.0,15.0,5697.60022687609,108550.0,11,34212,53
36,no,610.17,5,2,,61,female,76.27076669177615,single,4928.33,12813.67,8,no,16,"3,0",0,16.0,3,13,3,7,1987,59140.0,83.042301980198,16.0,4928.33,59140.0,83.042301980198,16.0,4928.33,59140.0,11,42344,47
37,no,556.26,25,5,,62,male,69.5308962901098,married,4758.569097120649,11681.39,3,yes,15,"3,0",2,15.0,2,13,10,7,1986,53914.11,83.042301980198,15.0,5697.60022687609,53914.11,83.042301980198,15.0,5697.60022687609,53914.11,22,23313,45
35,no,685.7,6,4,,63,female,85.71121448669574,,5538.33,14399.67,1,no,13,"3,0",0,11.71015912704667,3,17,11,8,1988,66460.0,83.042301980198,11.318933823529411,5538.33,66460.0,83.042301980198,11.318933823529411,5538.33,66460.0,11,24123,45
33,no,556.26,6,3,life_sciences,64,female,69.53089423263928,divorced,4492.84,11681.39,3,no,23,"4,0",1,15.0,2,13,4,7,1990,53914.11,83.042301980198,15.0,4492.84,53914.11,83.042301980198,15.0,4492.84,53914.11,322,34331,46
50,no,1441.66,24,3,,65,female,180.2079859280439,married,12018.922773828472,30274.83,3,yes,18,"3,0",1,22.0,2,12,1,5,1973,139730.0,83.042301980198,22.0,5697.60022687609,139730.0,83.042301980198,22.0,5697.60022687609,139730.0,212,43343,124
48,no,1032.49,4,4,,66,female,129.06101299624166,single,8663.664317815816,21682.23,7,no,14,"3,0",0,27.0,3,15,4,8,1975,100071.84,83.042301980198,27.0,5697.60022687609,100071.84,83.042301980198,27.0,5697.60022687609,100071.84,221,33223,56
44,no,1374.29,28,3,,67,male,98.46158375716344,married,11100.0,28860.0,3,no,18,"3,0",1,11.299238570235651,2,12,11,11,1979,76346.28361595713,83.042301980198,11.318933823529411,11100.0,65245.87531343283,83.042301980198,11.318933823529411,11100.0,65245.87531343283,221,44433,223
44,no,556.26,29,4,,68,female,69.53,single,4758.585368284394,11681.39,1,no,25,"4,0",0,9.824375221901729,3,20,13,17,1979,53914.11,69.53,11.318933823529411,5697.60022687609,53914.11,69.53,11.318933823529411,5697.60022687609,53914.11,221,44323,45
40,no,556.26,25,1,,69,male,69.5308962901098,,4758.569097120649,11681.39,5,no,20,"4,0",3,15.0,0,12,11,8,1983,53914.11,83.042301980198,15.0,5697.60022687609,53914.11,83.042301980198,15.0,5697.60022687609,53914.11,21,3423,46
34,no,689.93,2,4,,70,male,86.24,single,5572.5,14488.5,1,no,11,"3,0",0,14.0,2,14,4,11,1989,66870.0,86.24,14.0,5572.5,66870.0,86.24,14.0,5572.5,66870.0,211,34344,46
35,no,556.26,8,4,,71,male,69.53070234868028,,4492.84,11681.39,1,no,12,"3,0",1,9.926271188013423,5,14,2,9,1988,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,121,33343,146
50,no,1032.49,17,5,life_sciences,72,male,129.06061079069943,,8663.697759292692,21682.23,5,no,15,"3,0",3,16.365014291661947,3,14,1,11,1973,100071.84,83.042301980198,11.318933823529411,5697.60022687609,100071.84,83.042301980198,11.318933823529411,5697.60022687609,100071.84,22,41233,51
49,no,1582.77,6,1,life_sciences,73,male,197.85,,12783.92,33238.2,2,no,19,"3,0",1,24.07307620389267,3,15,2,12,1974,153407.07,197.85,11.318933823529411,12783.92,153407.07,197.85,11.318933823529411,12783.92,153407.07,11,33223,26
38,no,488.53,1,3,life_sciences,74,female,61.07,,4203.205931170534,10259.17,7,no,15,"3,0",2,19.0,4,13,2,9,1985,47350.0,61.07,19.0,5697.60022687609,47350.0,61.07,19.0,5697.60022687609,47350.0,321,44343,45
33,no,290.04,21,3,,75,female,36.25273364508462,,2575.53447599139,6090.75,1,no,18,"3,0",3,14.0,6,14,2,13,1990,28111.13,83.042301980198,14.0,5697.60022687609,28111.13,83.042301980198,14.0,5697.60022687609,28111.13,21,22443,17
47,no,1032.49,4,3,life_sciences,76,male,129.06061298298113,divorced,8339.32,21682.23,8,yes,12,"3,0",1,16.489391944301527,4,22,14,10,1976,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84,221,32233,54
38,no,556.26,8,3,,77,male,115.85807145455452,divorced,4492.84,11681.39,1,no,16,"3,0",1,20.0,3,20,0,7,1985,89834.85257469036,83.042301980198,20.0,4492.84,65245.87531343283,83.042301980198,20.0,4492.84,65245.87531343283,22,42233,145
37,no,1032.49,10,3,life_sciences,78,male,129.06059447460842,,8339.32,21682.23,1,yes,25,"4,0",1,16.0,2,16,6,8,1986,100071.84,83.042301980198,16.0,8339.32,100071.84,83.042301980198,16.0,8339.32,100071.84,221,34413,51
30,no,556.26,2,3,,79,female,69.53074501372704,married,4758.581678739595,11681.39,1,no,19,"3,0",3,11.0,3,11,10,8,1993,53914.11,83.042301980198,11.0,5697.60022687609,53914.11,83.042301980198,11.0,5697.60022687609,53914.11,21,34213,46
58,no,1431.24,18,4,,80,female,178.9059902999146,single,11560.0,30056.0,0,no,13,"3,0",0,38.0,1,37,1,8,1965,138720.0,83.042301980198,38.0,11560.0,138720.0,83.042301980198,38.0,11560.0,138720.0,211,43332,23
34,no,1032.49,5,3,,81,male,101.91138594526714,single,8339.32,21682.23,2,no,12,"3,0",0,14.0,6,11,5,8,1989,79021.1079505026,83.042301980198,14.0,8339.32,65245.87531343283,83.042301980198,14.0,8339.32,65245.87531343283,222,31243,52
58,yes,1032.49,23,4,medical,82,male,129.06150213348943,married,8339.32,21682.23,1,no,12,"3,0",1,40.0,3,40,15,6,1965,100071.84,83.042301980198,40.0,8339.32,100071.84,83.042301980198,40.0,8339.32,100071.84,221,44342,56
38,no,1032.49,3,3,life_sciences,83,female,91.08972859085588,divorced,8339.32,21682.23,0,no,12,"3,0",2,11.362395898152258,6,16,5,13,1985,70630.35343310708,83.042301980198,11.318933823529411,8339.32,65245.87531343283,83.042301980198,11.318933823529411,8339.32,65245.87531343283,21,13332,53
29,no,1032.49,1,1,,84,male,129.06040537900822,married,8339.32,21682.23,1,no,14,"3,0",1,11.0,5,11,4,1,1994,100071.84,83.042301980198,11.0,8339.32,100071.84,83.042301980198,11.0,8339.32,100071.84,321,24343,53
55,no,1964.96,1,3,medical,85,female,245.62,single,15870.83,41264.17,0,no,14,"3,0",0,37.0,2,36,4,13,1968,190450.0,245.62,37.0,15870.83,190450.0,245.62,37.0,15870.83,190450.0,211,41333,32
41,no,1652.34,10,4,,86,female,104.45863284946996,,13345.83,34699.17,1,no,19,"3,0",0,11.247859699176736,2,22,0,4,1982,80996.2276451638,83.042301980198,11.318933823529411,13345.83,65245.87531343283,83.042301980198,11.318933823529411,13345.83,65245.87531343283,21,42323,22
39,no,991.82,1,3,,87,female,123.98,,8010.83,20828.17,0,no,17,"3,0",3,19.0,5,18,3,7,1984,96130.0,123.98,19.0,8010.83,96130.0,123.98,19.0,8010.83,96130.0,222,34412,156
38,no,1187.54,15,2,life_sciences,88,female,148.44,,9935.134988889597,24938.33,0,no,14,"3,0",1,18.49453343049288,3,11,2,9,1985,115100.0,148.44,11.318933823529411,5697.60022687609,115100.0,148.44,11.318933823529411,5697.60022687609,115100.0,11,34223,51
43,no,1582.77,12,3,,89,female,197.84738987953912,,12783.92,33238.2,1,no,11,"3,0",1,24.07307620318959,3,25,3,9,1980,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07,11,12233,21
31,no,444.27,30,2,,90,male,85.18846698084246,married,3588.33,9329.67,1,no,12,"3,0",1,13.0,5,13,3,12,1992,66054.64905355626,83.042301980198,13.0,3588.33,65245.87531343283,83.042301980198,13.0,3588.33,65245.87531343283,21,21321,44
50,no,1758.71,27,4,life_sciences,91,female,219.8407162678793,married,14205.0,36933.0,0,no,15,"3,0",1,28.0,2,27,15,7,1973,170460.0,83.042301980198,28.0,14205.0,170460.0,83.042301980198,28.0,14205.0,170460.0,211,3223,122
35,no,1032.49,25,3,technical_degree,92,female,129.06,married,8339.32,21682.23,3,no,16,"3,0",0,16.489391944136287,2,13,4,8,1988,100071.84,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84,22,42213,54
47,no,522.79,16,4,,93,female,115.13618120595874,,4222.5,10978.5,1,yes,19,"3,0",0,20.0,3,19,2,7,1976,89275.11926053642,83.042301980198,20.0,4222.5,65245.87531343283,83.042301980198,20.0,4222.5,65245.87531343283,21,33433,44
35,no,1032.49,25,4,,94,male,129.06,divorced,8339.32,21682.23,1,yes,11,"3,0",1,16.489391944136287,3,16,10,1,1988,100071.84,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84,21,33332,156
40,no,1032.49,20,4,,95,female,129.06,married,8663.705208020532,21682.23,4,no,20,"4,0",1,14.0,6,11,11,1,1983,100071.84,129.06,14.0,5697.60022687609,100071.84,129.06,14.0,5697.60022687609,100071.84,221,14343,56
45,no,556.26,9,4,life_sciences,96,male,69.53089423263928,married,4492.84,11681.39,1,no,13,"3,0",1,15.0,2,15,4,12,1978,53914.11,83.042301980198,15.0,4492.84,53914.11,83.042301980198,15.0,4492.84,53914.11,22,23243,243
33,no,290.04,9,3,medical,97,female,36.25277146418031,married,2575.531330586653,6090.75,0,no,13,"3,0",1,15.0,5,14,4,10,1990,28111.13,83.042301980198,15.0,5697.60022687609,28111.13,83.042301980198,15.0,5697.60022687609,28111.13,22,14323,115
36,no,380.92,3,3,,98,female,47.61346310228373,married,3076.67,7999.33,1,no,12,"3,0",0,12.0,2,11,0,7,1987,36920.0,83.042301980198,12.0,3076.67,36920.0,83.042301980198,12.0,3076.67,36920.0,312,32332,15
45,yes,1973.98,13,3,marketing,99,male,246.75,,15943.72,41453.67,2,yes,16,"3,0",0,26.0,2,24,1,11,1978,191324.62,246.75,26.0,15943.72,191324.62,246.75,26.0,15943.72,191324.62,11,12113,32
51,no,2047.71,27,3,,100,female,255.96,,16988.541286774245,43001.83,4,yes,24,"3,0",1,30.3082226625322,5,29,11,10,1972,198470.0,255.96,11.318933823529411,5697.60022687609,198470.0,255.96,11.318933823529411,5697.60022687609,198470.0,312,2312,32
34,no,238.13,7,2,technical_degree,101,female,29.76400544988321,,2149.8865672339075,5000.67,0,yes,25,"4,0",1,12.0,4,11,5,7,1989,23080.0,83.042301980198,12.0,5697.60022687609,23080.0,83.042301980198,12.0,5697.60022687609,23080.0,222,23323,18
43,no,1582.77,15,2,,102,female,197.8473872293401,,13176.05282736442,33238.2,1,no,24,"4,0",1,23.92271891390793,3,14,6,11,1980,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07,211,33213,121
34,no,556.26,5,2,medical,103,female,69.53070234868028,,4492.84,11681.39,1,no,14,"3,0",1,9.926271188013423,3,15,4,13,1989,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,22,24233,47
38,no,290.04,2,3,,104,female,36.25269402233676,divorced,2342.59,6090.75,5,no,13,"3,0",3,13.0,3,11,3,8,1985,28111.13,83.042301980198,13.0,2342.59,28111.13,83.042301980198,13.0,2342.59,28111.13,21,12343,19
48,no,1973.98,10,3,,105,female,246.74987510611504,,16384.016878628056,41453.67,4,no,12,"3,0",0,29.0,3,22,12,9,1975,191324.62,83.042301980198,29.0,5697.60022687609,191324.62,83.042301980198,29.0,5697.60022687609,191324.62,12,42243,31
34,no,592.94,22,4,other,106,female,74.11696631546339,married,4789.17,12451.83,1,yes,15,"3,0",0,16.0,3,15,6,11,1989,57470.0,83.042301980198,16.0,4789.17,57470.0,83.042301980198,16.0,4789.17,57470.0,12,34223,145
